STUDENTNAAM,GESLACHT,GEBOORTEDATUM,KLASCODE,VAKCODE,DOCENTNAAM,PROEFWERKDATUM,CIJFER
Student47,V,2005-03-22 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"9,6"
Student27,V,2005-09-11 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"9,6"
Student26,V,2006-05-23 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"9,9"
Student27,V,2005-09-11 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"10,0"
Student40,V,2006-06-22 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"10,0"
Student26,V,2006-05-23 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"4,1"
Student27,V,2005-09-11 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"4,2"
Student30,V,2005-05-29 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"4,6"
Student30,V,2005-05-29 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"4,8"
Student47,V,2005-03-22 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"5,1"
Student27,V,2005-09-11 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"5,4"
Student26,V,2006-05-23 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"5,6"
Student45,V,2006-05-10 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"5,7"
Student40,V,2006-06-22 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"5,8"
Student41,V,2005-12-14 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"5,9"
Student46,V,2006-02-09 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"5,9"
Student46,V,2006-02-09 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"5,9"
Student45,V,2006-05-10 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"5,9"
Student39,V,2006-06-07 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"5,9"
Student31,V,2005-08-15 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"6,0"
Student35,V,2006-04-08 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"6,3"
Student44,V,2005-01-19 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"6,4"
Student27,V,2005-09-11 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"6,5"
Student38,V,2005-10-13 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"6,5"
Student39,V,2006-06-07 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"6,5"
Student35,V,2006-04-08 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"6,6"
Student38,V,2005-10-13 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"6,7"
Student40,V,2006-06-22 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"6,7"
Student46,V,2006-02-09 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"6,9"
Student47,V,2005-03-22 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"7,0"
Student44,V,2005-01-19 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"7,2"
Student38,V,2005-10-13 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"7,2"
Student35,V,2006-04-08 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"7,5"
Student40,V,2006-06-22 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"7,6"
Student45,V,2006-05-10 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"7,8"
Student41,V,2005-12-14 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"8,0"
Student47,V,2005-03-22 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"8,1"
Student41,V,2005-12-14 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"8,4"
Student44,V,2005-01-19 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"8,5"
Student31,V,2005-08-15 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"8,5"
Student26,V,2006-05-23 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"8,9"
Student30,V,2005-05-29 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"9,0"
Student31,V,2005-08-15 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"9,6"
Student39,V,2006-06-07 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"9,9"
Student47,V,2005-03-22 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"4,0"
Student31,V,2005-08-15 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"4,2"
Student31,V,2005-08-15 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"4,3"
Student27,V,2005-09-11 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"4,4"
Student44,V,2005-01-19 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"5,0"
Student30,V,2005-05-29 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"5,2"
Student27,V,2005-09-11 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"5,3"
Student30,V,2005-05-29 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"5,5"
Student38,V,2005-10-13 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"5,6"
Student41,V,2005-12-14 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"5,8"
Student47,V,2005-03-22 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"5,9"
Student35,V,2006-04-08 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"6,1"
Student46,V,2006-02-09 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"6,5"
Student26,V,2006-05-23 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"6,7"
Student39,V,2006-06-07 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"6,7"
Student40,V,2006-06-22 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"6,9"
Student44,V,2005-01-19 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"7,0"
Student31,V,2005-08-15 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"7,1"
Student30,V,2005-05-29 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"7,5"
Student35,V,2006-04-08 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"7,5"
Student45,V,2006-05-10 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"7,6"
Student46,V,2006-02-09 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"7,7"
Student46,V,2006-02-09 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"7,9"
Student39,V,2006-06-07 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"7,9"
Student38,V,2005-10-13 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"8,1"
Student41,V,2005-12-14 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"8,2"
Student39,V,2006-06-07 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"8,3"
Student44,V,2005-01-19 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"8,6"
Student41,V,2005-12-14 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"8,7"
Student26,V,2006-05-23 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"8,8"
Student45,V,2006-05-10 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"9,0"
Student26,V,2006-05-23 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"9,0"
Student27,V,2005-09-11 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"9,2"
Student40,V,2006-06-22 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"9,2"
Student45,V,2006-05-10 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"9,3"
Student40,V,2006-06-22 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"9,3"
Student38,V,2005-10-13 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"9,8"
Student35,V,2006-04-08 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"9,9"
Student47,V,2005-03-22 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"10,0"
Student55,V,2005-04-09 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"2,8"
Student62,V,2005-09-02 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"2,8"
Student56,V,2006-03-07 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"2,8"
Student56,V,2006-03-07 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"2,9"
Student56,V,2006-03-07 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,0"
Student61,V,2005-02-07 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"3,0"
Student64,V,2005-03-14 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,1"
Student65,V,2005-12-04 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"3,1"
Student57,V,2006-01-19 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"3,2"
Student57,V,2006-01-19 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,2"
Student66,V,2005-02-02 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,2"
Student61,V,2005-02-07 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,4"
Student63,V,2006-05-05 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,5"
Student59,V,2006-02-22 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,6"
Student64,V,2005-03-14 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"3,7"
Student60,V,2005-08-07 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"3,8"
Student63,V,2006-05-05 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"4,1"
Student65,V,2005-12-04 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"4,3"
Student61,V,2005-02-07 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"4,6"
Student66,V,2005-02-02 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"4,7"
Student58,V,2005-10-09 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"4,7"
Student62,V,2005-09-02 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"4,9"
Student65,V,2005-12-04 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"4,9"
Student58,V,2005-10-09 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"5,2"
Student59,V,2006-02-22 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"5,4"
Student58,V,2005-10-09 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"5,5"
Student55,V,2005-04-09 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"5,8"
Student66,V,2005-02-02 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"5,9"
Student64,V,2005-03-14 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"5,9"
Student59,V,2006-02-22 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"5,9"
Student62,V,2005-09-02 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"6,1"
Student55,V,2005-04-09 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"6,3"
Student57,V,2006-01-19 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"6,5"
Student60,V,2005-08-07 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"6,5"
Student63,V,2006-05-05 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"6,5"
Student60,V,2005-08-07 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"6,7"
Student64,V,2005-03-14 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"2,8"
Student62,V,2005-09-02 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"2,8"
Student61,V,2005-02-07 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"3,0"
Student55,V,2005-04-09 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"3,0"
Student60,V,2005-08-07 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"3,1"
Student55,V,2005-04-09 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"3,2"
Student65,V,2005-12-04 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"3,2"
Student58,V,2005-10-09 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"3,3"
Student57,V,2006-01-19 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"3,4"
Student65,V,2005-12-04 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"3,5"
Student66,V,2005-02-02 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"3,6"
Student59,V,2006-02-22 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"3,8"
Student61,V,2005-02-07 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"3,8"
Student60,V,2005-08-07 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"3,8"
Student63,V,2006-05-05 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"4,0"
Student59,V,2006-02-22 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"4,1"
Student57,V,2006-01-19 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"4,2"
Student66,V,2005-02-02 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"4,5"
Student60,V,2005-08-07 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"4,6"
Student66,V,2005-02-02 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"4,8"
Student59,V,2006-02-22 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"4,8"
Student56,V,2006-03-07 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"4,9"
Student63,V,2006-05-05 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"5,1"
Student56,V,2006-03-07 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"5,3"
Student56,V,2006-03-07 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"5,8"
Student57,V,2006-01-19 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"5,9"
Student64,V,2005-03-14 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"6,1"
Student58,V,2005-10-09 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"6,1"
Student61,V,2005-02-07 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"6,2"
Student55,V,2005-04-09 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"6,2"
Student62,V,2005-09-02 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"6,2"
Student58,V,2005-10-09 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"6,4"
Student65,V,2005-12-04 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"6,4"
Student64,V,2005-03-14 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"6,5"
Student62,V,2005-09-02 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"6,5"
Student63,V,2006-05-05 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"6,8"
Student55,V,2005-04-09 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"2,8"
Student62,V,2005-09-02 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"2,8"
Student55,V,2005-04-09 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"2,9"
Student61,V,2005-02-07 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"3,0"
Student63,V,2006-05-05 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"3,0"
Student60,V,2005-08-07 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"3,2"
Student59,V,2006-02-22 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"3,2"
Student62,V,2005-09-02 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"3,4"
Student59,V,2006-02-22 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"3,4"
Student60,V,2005-08-07 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"3,6"
Student64,V,2005-03-14 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"3,6"
Student65,V,2005-12-04 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"3,6"
Student66,V,2005-02-02 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"3,8"
Student56,V,2006-03-07 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"3,8"
Student58,V,2005-10-09 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"3,9"
Student65,V,2005-12-04 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"4,0"
Student63,V,2006-05-05 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"4,0"
Student66,V,2005-02-02 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"4,1"
Student61,V,2005-02-07 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"4,3"
Student55,V,2005-04-09 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"4,7"
Student57,V,2006-01-19 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"4,7"
Student63,V,2006-05-05 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"4,7"
Student61,V,2005-02-07 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"4,8"
Student58,V,2005-10-09 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"4,9"
Student66,V,2005-02-02 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"5,1"
Student56,V,2006-03-07 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"5,2"
Student59,V,2006-02-22 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"5,3"
Student57,V,2006-01-19 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"5,5"
Student58,V,2005-10-09 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"5,6"
Student56,V,2006-03-07 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"5,7"
Student64,V,2005-03-14 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"5,9"
Student60,V,2005-08-07 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"5,9"
Student62,V,2005-09-02 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"5,9"
Student64,V,2005-03-14 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"5,9"
Student57,V,2006-01-19 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"6,0"
Student65,V,2005-12-04 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"6,3"
Student65,V,2005-12-04 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"2,7"
Student57,V,2006-01-19 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"2,7"
Student58,V,2005-10-09 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"3,1"
Student64,V,2005-03-14 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"3,3"
Student62,V,2005-09-02 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"3,3"
Student63,V,2006-05-05 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"3,4"
Student59,V,2006-02-22 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"3,5"
Student55,V,2005-04-09 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"3,6"
Student60,V,2005-08-07 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"3,8"
Student63,V,2006-05-05 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"4,0"
Student66,V,2005-02-02 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"4,1"
Student61,V,2005-02-07 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"4,1"
Student56,V,2006-03-07 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"4,2"
Student62,V,2005-09-02 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"4,7"
Student64,V,2005-03-14 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"4,7"
Student61,V,2005-02-07 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"4,9"
Student63,V,2006-05-05 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"5,0"
Student58,V,2005-10-09 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"5,1"
Student60,V,2005-08-07 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"5,1"
Student58,V,2005-10-09 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"5,1"
Student57,V,2006-01-19 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"5,3"
Student57,V,2006-01-19 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"5,5"
Student59,V,2006-02-22 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"5,5"
Student56,V,2006-03-07 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"5,5"
Student55,V,2005-04-09 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"5,7"
Student59,V,2006-02-22 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"5,8"
Student65,V,2005-12-04 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"5,9"
Student56,V,2006-03-07 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"5,9"
Student62,V,2005-09-02 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"6,0"
Student65,V,2005-12-04 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"6,1"
Student64,V,2005-03-14 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"6,1"
Student66,V,2005-02-02 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"6,2"
Student55,V,2005-04-09 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"6,2"
Student66,V,2005-02-02 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"6,5"
Student61,V,2005-02-07 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"6,7"
Student60,V,2005-08-07 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"6,7"
Student65,V,2005-12-04 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"2,8"
Student55,V,2005-04-09 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"2,9"
Student60,V,2005-08-07 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"3,0"
Student58,V,2005-10-09 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"3,0"
Student59,V,2006-02-22 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"3,0"
Student61,V,2005-02-07 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"3,0"
Student55,V,2005-04-09 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"3,0"
Student60,V,2005-08-07 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"3,0"
Student61,V,2005-02-07 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"3,4"
Student62,V,2005-09-02 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"3,6"
Student62,V,2005-09-02 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"3,6"
Student56,V,2006-03-07 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"3,6"
Student59,V,2006-02-22 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"3,6"
Student62,V,2005-09-02 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"3,7"
Student60,V,2005-08-07 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"3,8"
Student65,V,2005-12-04 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"4,0"
Student64,V,2005-03-14 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"4,3"
Student63,V,2006-05-05 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"4,4"
Student58,V,2005-10-09 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"4,5"
Student66,V,2005-02-02 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"4,7"
Student57,V,2006-01-19 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"4,7"
Student57,V,2006-01-19 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"4,8"
Student58,V,2005-10-09 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"4,9"
Student55,V,2005-04-09 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"5,1"
Student56,V,2006-03-07 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"5,1"
Student63,V,2006-05-05 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"5,1"
Student57,V,2006-01-19 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"5,5"
Student56,V,2006-03-07 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"5,7"
Student66,V,2005-02-02 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"5,8"
Student59,V,2006-02-22 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"5,9"
Student64,V,2005-03-14 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"5,9"
Student63,V,2006-05-05 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"6,1"
Student65,V,2005-12-04 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"6,1"
Student66,V,2005-02-02 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"6,3"
Student61,V,2005-02-07 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"6,6"
Student64,V,2005-03-14 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"6,7"
Student79,V,2006-07-08 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"4,7"
Student82,V,2006-08-11 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"4,9"
Student81,V,2005-09-06 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"5,4"
Student80,V,2005-08-25 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"5,6"
Student78,V,2005-04-13 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"5,7"
Student81,V,2005-09-06 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"5,7"
